Artist,Track,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Get Wavey,0.000521,0.654,0.933,0.412,8,0.0758,-6.088,0.0427,129.986
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Here with Me - Lobster Boy Mix,0.0247,0.665,0.695,0.0181,11,0.349,-7.1,0.0443,124.019
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Ultra Hype,0.0111,0.805,0.991,0.82,11,0.0188,-5.242,0.0553,127.011
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Lost In Your Love,0.054,0.73,0.878,0.00542,6,0.0697,-3.739,0.102,133.932
Redlight,4ly0VtIYiDYVA4q6ry0NUk,9TS (90s Baby),0.00016,0.815,0.845,0.159,7,0.0833,-7.842,0.0455,123.99
Redlight,4ly0VtIYiDYVA4q6ry0NUk,So Nice,0.026,0.84,0.959,0.00207,3,0.0943,-4.814,0.097,130.011
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Zum Zum,0.00845,0.808,0.995,0.0671,6,0.346,-5.39,0.052,126.0
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Me & You,0.012,0.782,0.732,0.162,11,0.0485,-7.322,0.0461,124.02
Redlight,4ly0VtIYiDYVA4q6ry0NUk,I'll Be Waiting,0.166,0.764,0.768,0.00346,2,0.0948,-6.45,0.0988,100.014
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Thinking About You,0.136,0.681,0.919,1.13e-05,5,0.177,-3.659,0.0594,122.964
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Alone No More,0.0813,0.383,0.918,2.86e-05,1,0.148,-4.543,0.0551,121.396
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Baby,0.0165,0.637,0.901,0,8,0.696,-3.905,0.169,122.018
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Love You Better,0.0483,0.658,0.794,0.000241,8,0.179,-3.124,0.0483,125.039
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Heart For Sale - Extended Mix,0.00191,0.705,0.745,0.00134,7,0.142,-4.374,0.0379,124.996
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Heart For Sale - Radio Edit,0.0231,0.599,0.851,7.21e-06,7,0.2,-3.746,0.0354,125.051
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Just For One Night (feat. Astrid S) - Anton Powers Remix,0.298,0.655,0.817,0.000311,11,0.339,-5.743,0.0505,124.026
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,A Little Bit - Anton Powers Remix,0.0853,0.719,0.818,0.0244,3,0.461,-5.001,0.0748,123.968
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Heart For Sale - PBH & Jack Shizzle Radio Edit,0.0418,0.716,0.868,0.00247,4,0.356,-3.367,0.0389,126.069
Anton Powers,7h7ahzbTkbAFsshWJ7fOrc,Thinking About You - Mandal & Forbes Club Edit,0.0393,0.671,0.922,0.000356,7,0.148,-3.124,0.081,124.0
Karen Harding,1QOHbhVRpDoNtRkz79si6b,Say Something - Zac Samuel Remix,0.0099,0.698,0.697,8.04e-06,7,0.144,-6.125,0.0389,119.993
Karen Harding,1QOHbhVRpDoNtRkz79si6b,With U (feat. Karen Harding),0.0793,0.785,0.865,0.00103,8,0.0469,-4.064,0.0307,122.017
Karen Harding,1QOHbhVRpDoNtRkz79si6b,Picture,0.0597,0.7,0.865,1.77e-06,9,0.224,-5.575,0.0429,123.896
Karen Harding,1QOHbhVRpDoNtRkz79si6b,More & More,0.0218,0.774,0.68,0,5,0.086,-5.332,0.138,122.022
Karen Harding,1QOHbhVRpDoNtRkz79si6b,Say Something,0.0111,0.77,0.635,0.00491,7,0.0702,-6.262,0.084,121.188
Karen Harding,1QOHbhVRpDoNtRkz79si6b,More & More - Kove Remix,0.0233,0.731,0.599,0.136,8,0.131,-7.236,0.0521,124.987
Karen Harding,1QOHbhVRpDoNtRkz79si6b,Runaway,0.00416,0.577,0.821,1.55e-05,9,0.104,-8.057,0.0459,120.035
Karen Harding,1QOHbhVRpDoNtRkz79si6b,Come as You Are,0.351,0.671,0.831,4.27e-06,8,0.37,-4.797,0.395,115.128
Karen Harding,1QOHbhVRpDoNtRkz79si6b,When She Dances (feat. Karen Harding),0.0251,0.685,0.898,0.00113,6,0.655,-4.082,0.0642,125.02
Karen Harding,1QOHbhVRpDoNtRkz79si6b,All U Need,0.0832,0.673,0.695,9.17e-05,5,0.2,-4.759,0.42,141.25
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Ho Hey,0.765,0.682,0.471,0,0,0.0908,-9.182,0.0301,79.907
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Ophelia,0.595,0.663,0.582,0.00021,5,0.0849,-6.451,0.0284,76.047
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Sleep On The Floor,0.265,0.385,0.435,0,7,0.13,-8.01,0.0338,142.443
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Walls,0.692,0.609,0.44,0,10,0.0688,-6.32,0.0265,108.427
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Stubborn Love,0.604,0.596,0.544,0.017,0,0.262,-11.759,0.0362,115.022
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Cleopatra,0.24,0.538,0.762,5.36e-05,8,0.0978,-6.777,0.0417,151.333
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Nobody Knows,0.759,0.634,0.382,0.0021,9,0.101,-12.877,0.0363,81.971
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Angela,0.647,0.667,0.599,0.000538,4,0.113,-8.165,0.0313,130.323
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Flowers In Your Hair,0.753,0.676,0.609,5.85e-05,7,0.209,-10.183,0.034,127.45
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Visions Of China,0.924,0.63,0.214,2.65e-05,4,0.102,-9.455,0.0301,124.982
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Rivers And Roads,0.726,0.487,0.199,3.91e-05,0,0.0755,-8.931,0.0354,137.873
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,All We Ever Knew,0.00224,0.487,0.724,1.03e-05,0,0.213,-5.905,0.0289,102.03
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Lost In My Mind,0.43,0.372,0.542,0.000335,2,0.282,-8.113,0.0288,95.34
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Don't Dream It's Over,0.0824,0.433,0.73,2.01e-06,8,0.105,-4.933,0.0315,84.138
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Shake,0.465,0.478,0.787,0.759,4,0.13,-8.004,0.0351,111.091
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Another Story,0.548,0.32,0.448,0.125,5,0.272,-10.103,0.0299,85.464
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Down In The Valley,0.562,0.417,0.403,0.0282,0,0.113,-10.478,0.0291,105.807
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Rhythm & Blues,0.00148,0.433,0.863,0.00107,4,0.351,-4.452,0.0296,82.998
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Library Magic,0.248,0.425,0.616,0,4,0.0978,-7.585,0.0381,89.705
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Let's Be Still,0.679,0.64,0.412,0.00357,9,0.106,-10.728,0.0278,131.245
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,3 Rounds and a Sound,0.843,0.381,0.288,0.00226,1,0.12,-12.323,0.0337,59.343
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,The Story I Heard,0.57,0.739,0.443,0.000895,1,0.0798,-13.002,0.0266,95.538
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Three Rounds and a Sound - Daytrotter Version,0.884,0.631,0.309,0.00206,1,0.0439,-9.527,0.0302,118.498
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Half Moon,0.164,0.54,0.535,0.00225,7,0.104,-8.909,0.0315,150.84
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Oviedo,0.825,0.682,0.344,0.00113,5,0.0872,-13.032,0.0372,143.909
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Umpqua Rushing,0.26,0.476,0.583,0.00527,0,0.215,-7.124,0.0328,78.026
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,One Red Thread,0.812,0.504,0.339,0.00075,2,0.083,-13.007,0.0325,97.859
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,We Are the Tide,0.173,0.626,0.773,0.154,11,0.161,-8.154,0.0466,120.214
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Packed Powder,0.0269,0.417,0.727,0.0536,9,0.0965,-5.987,0.0291,92.724
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Moon At Dawn,0.375,0.406,0.476,0.123,9,0.0784,-8.223,0.0309,104.738
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Little Talks,0.0206,0.446,0.757,0,1,0.146,-5.177,0.0322,102.88
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Dirty Paws,0.108,0.359,0.648,0.0135,3,0.0555,-7.06,0.035,111.733
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Crystals,0.00208,0.581,0.75,0.000442,0,0.109,-7.211,0.0304,132.195
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Mountain Sound,0.0421,0.379,0.879,0.00435,1,0.146,-4.336,0.0363,102.021
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,King And Lionheart,0.104,0.52,0.655,0.00347,3,0.124,-6.516,0.0393,126.593
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Slow And Steady,0.0173,0.316,0.803,0.166,8,0.36,-7.143,0.0543,117.195
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Love Love Love,0.804,0.241,0.367,8.98e-05,7,0.0836,-9.814,0.042,81.561
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Wolves Without Teeth,0.00108,0.362,0.72,0.000446,11,0.332,-6.169,0.0333,135.613
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Empire,0.000422,0.504,0.692,0.000744,5,0.0919,-6.32,0.032,118.96
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Yellow Light,0.305,0.381,0.419,0.00133,2,0.378,-10.979,0.0264,101.029
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Home,0.32,0.545,0.59,0.000389,2,0.124,-6.693,0.0327,111.739
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,40 Day Dream,0.202,0.571,0.645,0,2,0.0759,-6.083,0.0505,81.955
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Man on Fire,0.756,0.474,0.481,0.136,11,0.106,-11.837,0.0382,90.153
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Home (featuring the Gulu Widows Choir),0.209,0.596,0.577,1.1e-06,2,0.133,-6.447,0.0378,111.79
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Janglin,0.628,0.578,0.687,7.96e-05,6,0.314,-6.653,0.0508,123.817
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,That's What's Up,0.148,0.335,0.567,0.00467,4,0.105,-8.601,0.135,201.296
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,No Love Like Yours,0.294,0.422,0.828,0.00137,6,0.127,-6.476,0.0473,110.447
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,|Truth - Live at Big Top, Los Angeles, CA, October 19, 2013|,0.765,0.428,0.474,0.000421,7,0.692,-12.544,0.0836,67.775
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Hot Coals,0.406,0.262,0.79,0.321,8,0.165,-6.942,0.105,196.957
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,|If I Were Free - Live at GOTR Daytrotter Session, Troy, OH, August 30, 2013|,0.208,0.346,0.457,0.074,9,0.0401,-11.332,0.0443,78.659
The Avett Brothers,196lKsA13K3keVXMDFK66q,I And Love And You,0.816,0.494,0.268,9.74e-05,2,0.076,-10.063,0.0315,70.223
The Avett Brothers,196lKsA13K3keVXMDFK66q,Ain't No Man,0.315,0.766,0.695,0,11,0.112,-5.564,0.341,90.805
The Avett Brothers,196lKsA13K3keVXMDFK66q,I Wish I Was,0.814,0.555,0.306,0,11,0.187,-8.766,0.0311,110.511
The Avett Brothers,196lKsA13K3keVXMDFK66q,No Hard Feelings,0.693,0.485,0.324,2.37e-05,5,0.115,-8.185,0.031,142.011
The Avett Brothers,196lKsA13K3keVXMDFK66q,Head Full Of Doubt/Road Full Of Promise,0.437,0.304,0.483,2.94e-05,7,0.0984,-7.263,0.0383,176.283
The Avett Brothers,196lKsA13K3keVXMDFK66q,Famous Flower of Manhattan,0.843,0.553,0.155,0.00012,9,0.114,-8.905,0.034,102.99
The Avett Brothers,196lKsA13K3keVXMDFK66q,Laundry Room,0.485,0.364,0.498,0.000195,11,0.212,-7.949,0.0331,149.438
The Avett Brothers,196lKsA13K3keVXMDFK66q,If It's The Beaches,0.814,0.519,0.215,0.0068,5,0.0979,-11.627,0.0334,88.334
The Avett Brothers,196lKsA13K3keVXMDFK66q,Murder in the City,0.92,0.632,0.251,7.23e-05,3,0.131,-10.967,0.033,107.265
The Avett Brothers,196lKsA13K3keVXMDFK66q,Live And Die,0.0753,0.597,0.777,1.21e-06,11,0.15,-5.078,0.0262,117.692
Vance Joy,10exVja0key0uqUkk6LJRT,Riptide,0.431,0.484,0.731,0,1,0.151,-6.694,0.0379,101.654
Vance Joy,10exVja0key0uqUkk6LJRT,Saturday Sun,0.484,0.637,0.864,0,8,0.222,-4.381,0.0468,99.995
Vance Joy,10exVja0key0uqUkk6LJRT,Georgia,0.312,0.388,0.66,0.000307,11,0.0943,-7.372,0.0308,143.554
Vance Joy,10exVja0key0uqUkk6LJRT,Mess Is Mine,0.047,0.595,0.723,0.0286,7,0.0995,-8.256,0.0349,108.043
Vance Joy,10exVja0key0uqUkk6LJRT,Like Gold,0.224,0.477,0.712,8.36e-06,7,0.118,-6.759,0.0653,109.965
Vance Joy,10exVja0key0uqUkk6LJRT,Fire and the Flood,0.0242,0.596,0.827,0,5,0.0958,-4.402,0.0372,115.034
Vance Joy,10exVja0key0uqUkk6LJRT,Lay It On Me,0.101,0.733,0.663,6.98e-06,5,0.0694,-5.766,0.0322,127.974
Vance Joy,10exVja0key0uqUkk6LJRT,I'm With You,0.805,0.657,0.396,1.58e-06,7,0.103,-9.255,0.0293,110.003
Vance Joy,10exVja0key0uqUkk6LJRT,I'm With You - Single Edit,0.0786,0.584,0.677,0,7,0.105,-4.336,0.0297,119.006
Vance Joy,10exVja0key0uqUkk6LJRT,We're Going Home,0.323,0.386,0.675,3.68e-06,4,0.14,-5.481,0.0424,189.894
Langhorne Slim,099toTcKJoywTosZr2hHjy,Life Is Confusing,0.955,0.373,0.216,0.00105,1,0.0739,-11.41,0.0326,129.03
Langhorne Slim,099toTcKJoywTosZr2hHjy,Sea Of Love,0.904,0.538,0.272,0.000613,11,0.108,-10.783,0.0381,118.382
Langhorne Slim,099toTcKJoywTosZr2hHjy,Changes,0.891,0.668,0.367,0.00521,11,0.103,-11.002,0.0285,110.21
Langhorne Slim,099toTcKJoywTosZr2hHjy,The Way We Move,0.217,0.539,0.836,0.000168,11,0.303,-5.365,0.0654,135.596
Langhorne Slim,099toTcKJoywTosZr2hHjy,Put It Together,0.327,0.484,0.869,0.000132,9,0.112,-3.778,0.0322,125.63
Langhorne Slim,099toTcKJoywTosZr2hHjy,House Of My Soul (You Light The Rooms),0.645,0.548,0.624,0.0086,10,0.296,-7.444,0.0383,69.446
Langhorne Slim,099toTcKJoywTosZr2hHjy,Funny Feelin' (For Junior Kimbrough and Ted Hawkins),0.852,0.5,0.45,0.000263,8,0.219,-9.833,0.0345,73.96
Langhorne Slim,099toTcKJoywTosZr2hHjy,Never Break,0.957,0.501,0.175,0.477,9,0.0912,-11.721,0.0307,105.724
Langhorne Slim,099toTcKJoywTosZr2hHjy,Be Kind To Me - Recorded at Sound Stage Studios Nashville,0.799,0.539,0.429,2.35e-05,7,0.833,-9.788,0.0301,137.694
Langhorne Slim,099toTcKJoywTosZr2hHjy,Alligator Girl,0.948,0.522,0.296,0.619,7,0.105,-10.46,0.0302,67.012
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Chemicals,0.885,0.608,0.238,0.125,0,0.111,-13.604,0.0434,78.013
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Big Black Car,0.897,0.572,0.183,0.00275,3,0.103,-16.069,0.0323,110.029
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,The Stable Song,0.633,0.625,0.432,0.00242,2,0.127,-11.948,0.0283,137.926
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,San Luis,0.86,0.567,0.434,0.257,7,0.115,-12.755,0.0349,82.459
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Dandelion Wine,0.762,0.39,0.11,0.591,0,0.0823,-16.384,0.0331,110.95
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Virginia May,0.812,0.549,0.323,6.64e-05,0,0.108,-12.783,0.0336,88.854
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,|If I Go, I'm Goin|,0.762,0.496,0.0672,0.0171,3,0.109,-17.285,0.0348,114.059
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Berth,0.878,0.353,0.467,0.809,1,0.112,-10.444,0.0266,52.345
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Amsterdam,0.919,0.557,0.411,0.084,3,0.114,-12.563,0.0289,152.009
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Southern Star,0.746,0.559,0.343,0.00236,0,0.101,-10.623,0.031,132.659
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Tongue Tied,0.00847,0.56,0.936,0,3,0.161,-5.835,0.0439,112.96
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Ways To Go,0.00338,0.577,0.827,0.000647,7,0.26,-7.54,0.0365,101.031
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Let Me In,0.00397,0.476,0.744,0.000173,6,0.0982,-6.602,0.0515,127.934
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Good Morning,0.000938,0.562,0.832,2.83e-06,2,0.063,-5.26,0.0499,104.042
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Welcome To Your Life,0.00223,0.511,0.617,0,10,0.201,-5.883,0.0313,90.951
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Colours,0.0211,0.529,0.83,0,6,0.0983,-5.428,0.0397,93.933
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Raspberry,0.0292,0.492,0.779,0,3,0.129,-5.022,0.0498,104.966
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Back in the 90's,0.654,0.479,0.463,0,9,0.292,-7.663,0.0306,105.189
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Itchin' On A Photograph,0.137,0.501,0.877,0,6,0.309,-6.369,0.0484,96.993
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Do You Love Someone,0.000785,0.521,0.879,0,10,0.666,-4.255,0.0566,129.056
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Take It All Back 2.0,0.00925,0.446,0.801,8.84e-05,0,0.13,-6.397,0.0305,148.071
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Suit And Jacket,0.246,0.448,0.596,1.66e-05,10,0.102,-8.485,0.0471,164.233
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Take It All Back,0.00708,0.428,0.819,3.02e-05,0,0.325,-9.108,0.137,148.926
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Going To Mars (!),0.14,0.475,0.867,0.00763,8,0.105,-4.559,0.0779,145.466
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Our Love,0.281,0.635,0.448,0.00632,4,0.0563,-10.126,0.0361,134.126
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Twenty-Somethings,0.0424,0.512,0.552,0.00213,10,0.111,-9.499,0.0355,143.977
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Stockholm,0.00402,0.518,0.699,0.0127,1,0.122,-6.926,0.0304,137.998
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Going To Mars,0.137,0.576,0.667,0.0348,8,0.0985,-8.995,0.0444,144.042
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Kickin' da Leaves,0.000182,0.356,0.822,0.000146,7,0.3,-7.246,0.0323,155.041
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,Green Eyes,3.42e-05,0.463,0.913,0.103,1,0.106,-7.028,0.0331,144.01
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Guiding Light,0.0632,0.554,0.667,1.43e-05,7,0.0686,-9.343,0.0439,100.017
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,The Cave,0.0599,0.584,0.498,0.000254,4,0.132,-9.288,0.0454,141.92
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,I Will Wait,0.0119,0.489,0.775,0.00579,1,0.206,-5.134,0.0348,131.209
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Little Lion Man,0.0319,0.513,0.493,2.91e-05,5,0.0902,-7.845,0.0272,138.753
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Believe,0.0308,0.332,0.667,0.035,2,0.225,-5.992,0.0456,114.892
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Friend of the Devil,0.384,0.401,0.67,0.66,11,0.0837,-8.766,0.0397,77.708
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,There Will Be Time,0.0137,0.481,0.703,0,1,0.0879,-8.344,0.0466,149.951
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Tompkins Square Park,0.0137,0.464,0.793,0.0257,2,0.107,-6.548,0.0541,162.027
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Awake My Soul,0.0944,0.268,0.474,0.0184,2,0.104,-9.822,0.0359,87.276
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,White Blank Page,0.192,0.329,0.417,4.68e-05,6,0.683,-9.459,0.038,122.378
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Hello My Old Heart,0.624,0.557,0.299,0.0308,0,0.0914,-10.634,0.0266,90.081
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Dear Wormwood,0.227,0.519,0.601,0.007,11,0.112,-10.409,0.033,158.055
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Like The Dawn,0.503,0.571,0.491,0.00568,5,0.098,-11.351,0.0281,96.028
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Cold Is The Night,0.364,0.621,0.0795,0,1,0.197,-17.238,0.0324,79.986
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Lay Me Down,0.0204,0.544,0.422,0,7,0.332,-10.826,0.0345,140.284
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,I Have Made Mistakes,0.845,0.334,0.235,4.4e-05,6,0.342,-15.555,0.0372,79.58
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Bitter Water,0.343,0.585,0.639,9.04e-06,8,0.142,-9.757,0.0307,95.021
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,|Soldier, Poet, King|,0.0322,0.347,0.769,0.000737,8,0.117,-7.747,0.0614,118.074
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Constellations,0.0916,0.443,0.41,0,6,0.105,-12.448,0.0512,169.935
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Wishing Well,0.661,0.568,0.193,1.98e-06,7,0.11,-12.827,0.0273,76.002
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Cough Syrup,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0.0417,128.978
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Silvertongue,0.00975,0.673,0.789,0,0,0.752,-4.288,0.0408,100.043
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Superposition,0.00289,0.593,0.697,0.0257,7,0.14,-5.416,0.0399,170.0
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,My Body,0.0011,0.488,0.909,1.02e-05,10,0.456,-6.591,0.0929,129.774
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Tightrope,0.0107,0.847,0.727,2.41e-05,0,0.0788,-6.169,0.0485,118.021
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Something To Believe In,0.0245,0.623,0.886,0,1,0.247,-3.044,0.0404,92.021
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Simplify,0.00123,0.456,0.86,0,4,0.154,-3.444,0.0403,99.159
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Heat of the Summer,0.00515,0.602,0.856,2.97e-06,7,0.098,-5.558,0.0458,80.021
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Call Me Back,0.202,0.75,0.365,0.0082,7,0.122,-6.741,0.0372,89.981
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Amerika,0.0141,0.625,0.781,1.17e-06,0,0.0662,-5.756,0.0456,89.982
Caamp,0wyMPXGfOuQzNR54ujR9Ix,Vagabond,0.766,0.571,0.399,0.0146,4,0.0926,-11.919,0.0364,141.922
Caamp,0wyMPXGfOuQzNR54ujR9Ix,Misty,0.715,0.597,0.402,0.00297,10,0.111,-7.961,0.0272,95.119
Caamp,0wyMPXGfOuQzNR54ujR9Ix,So Cool,0.57,0.58,0.469,0.0122,4,0.193,-10.02,0.0332,152.867
Caamp,0wyMPXGfOuQzNR54ujR9Ix,All the Debts I Owe,0.753,0.483,0.486,0.00479,0,0.134,-11.062,0.0434,92.048
Caamp,0wyMPXGfOuQzNR54ujR9Ix,Common Man,0.751,0.388,0.59,0,6,0.25,-7.173,0.0565,155.208
Caamp,0wyMPXGfOuQzNR54ujR9Ix,26,0.662,0.494,0.341,0.000571,2,0.0673,-12.501,0.0508,171.21
Caamp,0wyMPXGfOuQzNR54ujR9Ix,Books,0.775,0.61,0.329,0.0227,4,0.27,-13.107,0.0374,92.893
Caamp,0wyMPXGfOuQzNR54ujR9Ix,Iffy,0.793,0.425,0.294,8.43e-06,10,0.367,-10.754,0.0498,186.027
Caamp,0wyMPXGfOuQzNR54ujR9Ix,|So Long, Honey|,0.845,0.57,0.256,0.0759,4,0.156,-12.865,0.0467,131.17
Caamp,0wyMPXGfOuQzNR54ujR9Ix,Hey Joe,0.406,0.772,0.51,0.0006,3,0.0931,-10.667,0.0338,130.017
Bahamas,4C50EbCS11M0VbGyH3OfLt,All The Time,0.63,0.711,0.468,0.00427,4,0.087,-4.797,0.0515,127.458
Bahamas,4C50EbCS11M0VbGyH3OfLt,Don't You Want Me,0.911,0.667,0.211,0.0355,0,0.12,-15.026,0.0466,111.227
